,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,€,Дигоми,Varketili,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
105,105,13-02-2020 05:56:33,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0368,27110,10595,943,430.0,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
106,106,13-02-2020 05:56:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4334,290016,113344,10083,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
107,107,13-02-2020 05:56:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7066,472853,184800,16439,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
108,108,13-02-2020 05:56:33,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8008,535900,209440,18631,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
109,109,13-02-2020 05:56:33,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0171,12609,4928,438,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
110,110,13-02-2020 05:56:33,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0171,12609,4928,438,200.0,,,,,,,,,,,,Trebuetsja Kur'er
111,111,13-02-2020 05:56:33,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0188,12609,4928,438,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
112,112,13-02-2020 05:56:33,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0236,15762,6160,548,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
113,113,13-02-2020 05:56:33,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4261,945705,369600,32879,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
114,114,13-02-2020 05:57:57,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,6,10,Батуми,0.27 гр,0.0215,14312,5593,498,227.0,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
115,115,13-02-2020 05:57:57,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0171,12609,4928,438,200.0,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
116,116,13-02-2020 05:57:57,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0892,59895,23408,2082,950.0,,,,,,,,,True,,,Hybrid Skunk! 50 gr
117,117,13-02-2020 05:57:57,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.16899999999999998,113485,44352,3945,1800.0,,,,,,,,,True,,,Hybrid Skunk! 100 gr
118,118,13-02-2020 05:57:57,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2844,189141,73920,6576,3000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
119,119,13-02-2020 05:57:57,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.237,157618,61600,5480,2500.0,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
120,120,13-02-2020 05:57:57,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0095,6305,2464,219,100.0,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
121,121,13-02-2020 05:57:57,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0043,3152,1232,110,50.0,,,,,,,,,True,,,kur'er v Batumi
122,122,13-02-2020 05:57:57,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0043,3152,1232,110,50.0,,,,,,,,,True,,,Vakansija Kur'era v Batumi
123,123,13-02-2020 05:57:57,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0068,5000,2301,174,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
124,124,13-02-2020 05:57:57,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0213,15762,6160,548,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
125,125,13-02-2020 05:57:57,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4208,945705,369600,32879,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
126,126,13-02-2020 05:57:57,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0469,31524,12320,1096,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
127,127,13-02-2020 05:59:01,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0019,1261,493,44,20.0,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
128,128,13-02-2020 05:59:01,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,нет,Кутаиси,1 гр,0.0035,2333,912,81,37.0,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
129,129,13-02-2020 05:59:01,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.006999999999999999,4665,1823,162,74.0,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
130,130,13-02-2020 05:59:01,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.01,6620,2587,230,105.0,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
131,131,13-02-2020 05:59:01,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0095,6305,2464,219,100.0,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
