,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Varketili,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
108,21-02-2020 13:28:25,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,2,5,Тбилиси,10 гр,0.0351,22309,8579,772,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
109,21-02-2020 13:28:25,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0794,50993,19608,1764,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
110,21-02-2020 13:28:25,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.036,25433,9779,880,399,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
111,21-02-2020 13:28:25,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2209,141824,54535,4906,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
112,21-02-2020 13:28:25,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2978,210346,80883,7276,3300,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
113,21-02-2020 13:28:25,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,20 гр,0.0702,44619,17157,1543,700,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
114,21-02-2020 13:28:25,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0667,44619,17157,1543,700,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
115,21-02-2020 13:28:25,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1083,76490,29412,2646,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
116,21-02-2020 13:28:25,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0952,63678,24485,2203,999,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
117,21-02-2020 13:28:25,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0943,60554,23285,2095,950,,,,,,,,,,,Hybrid Skunk! 50 gr
118,21-02-2020 13:28:25,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1985,127483,49020,4410,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
119,21-02-2020 13:28:25,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1787,114734,44118,3969,1800,,,,,,,,,,,Hybrid Skunk! 100 gr
120,21-02-2020 13:28:25,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2482,159353,61275,5512,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
121,21-02-2020 13:28:25,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0388,27409,10539,948,430,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
122,21-02-2020 13:28:25,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4566,293210,112746,10142,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
123,21-02-2020 13:28:25,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7445,478060,183825,16536,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
124,21-02-2020 13:28:25,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8438,541801,208335,18741,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
125,21-02-2020 13:28:25,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.018,12748,4902,441,200,,,,,,,,,,,KURYER..500RUB.+BONUS
126,21-02-2020 13:28:25,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.018,12748,4902,441,200,,,,,,,,,,,Trebuetsja Kur'er
127,21-02-2020 13:28:25,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0199,12748,4902,441,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
128,21-02-2020 13:28:25,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0248,15935,6128,551,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
129,21-02-2020 13:28:25,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5025,956120,367650,33072,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
130,21-02-2020 13:29:49,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,3,нет,Батуми,1 гр,0.0172,12111,4657,419,190,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
131,21-02-2020 13:29:49,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OG Kush, 2г",,4,нет,Батуми,2 гр,0.009,5737,2206,198,90,,,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
132,21-02-2020 13:29:49,Batumi,O9SXJ,Parnavaz,"Шишки OG Kush, 3гр.",,1,нет,Батуми,3 гр,0.0135,8605,3309,298,135,,,,,,,,True,,,"Shishki OG Kush, 3gr."
133,21-02-2020 13:29:49,Batumi,O9SXJ,Parnavaz,"Шишки / weed OG Kush, 5гр",,1,нет,Батуми,5 гр,0.0226,14342,5515,496,225,,,,,,,,True,,,"Shishki / weed OG Kush, 5gr"
134,21-02-2020 13:29:49,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,9,Батуми,0.27 гр,0.0228,14469,5564,500,227,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
135,21-02-2020 13:29:49,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0181,12748,4902,441,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
136,21-02-2020 13:29:49,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0944,60554,23285,2095,950,,,,,,,,True,,,Hybrid Skunk! 50 gr
137,21-02-2020 13:29:49,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1788,114734,44118,3969,1800,,,,,,,,True,,,Hybrid Skunk! 100 gr
138,21-02-2020 13:29:49,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.301,191224,73530,6614,3000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
139,21-02-2020 13:29:49,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2508,159353,61275,5512,2500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
140,21-02-2020 13:29:49,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.01,6374,2451,220,100,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
141,21-02-2020 13:29:49,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3187,1226,110,50,,,,,,,,True,,,kur'er v Batumi
142,21-02-2020 13:29:50,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3187,1226,110,50,,,,,,,,True,,,Vakansija Kur'era v Batumi
143,21-02-2020 13:29:50,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,173,,,,,,,,,True,,,Vakansija Kur'era v Batumi
144,21-02-2020 13:29:50,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0226,15935,6128,551,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
145,21-02-2020 13:29:50,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0226,15935,6128,551,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
146,21-02-2020 13:29:50,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5035,956120,367650,33072,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
147,21-02-2020 13:29:50,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0497,31871,12255,1102,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
148,21-02-2020 13:31:37,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,2,нет,Кутаиси,0.5 гр,0.002,1275,490,44,20,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
149,21-02-2020 13:31:37,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0038,2422,931,84,38,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
150,21-02-2020 13:31:37,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0074,4717,1814,163,74,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
151,21-02-2020 13:31:37,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0108,6884,2647,238,108,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
152,21-02-2020 13:31:37,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.01,6374,2451,220,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
