,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Vake,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
104,104,29-03-2020 00:18:08,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,2,нет,Батуми,6 гр,0.0125,7385,2708,245,95.0,,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
105,105,29-03-2020 00:18:08,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3191,171012,62700,5666,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
106,106,29-03-2020 00:18:08,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,13,Батуми,5 гр,0.0264,15547,5700,515,200.0,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
107,107,29-03-2020 00:18:08,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.293,155465,57000,5151,2000.0,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
108,108,29-03-2020 00:18:08,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2198,116599,42750,3863,1500.0,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
109,109,29-03-2020 00:18:08,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0132,7773,2850,258,100.0,,,,,,,,,,True,,kur'er v Batumi
110,110,29-03-2020 00:18:08,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.033,19433,7125,644,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
111,111,29-03-2020 00:18:08,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.033,19433,7125,644,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
112,112,29-03-2020 00:18:08,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0364,21435,7938,709,,,,,250.0,,,,,,True,,Rabota na marki (kur'er)
113,113,29-03-2020 00:18:08,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1958,1165988,427500,38631,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
114,114,29-03-2020 00:18:08,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0725,38866,14250,1288,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
115,115,29-03-2020 00:19:33,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,5,нет,Кутаиси,1 гр,0.0274,14847,5444,492,191.0,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
116,116,29-03-2020 00:19:33,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,7,нет,Кутаиси,1.5 гр,0.0208,11271,4133,373,145.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
117,117,29-03-2020 00:19:33,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,2 гр,0.0524,28372,10403,940,365.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
118,118,29-03-2020 00:19:33,Kutaisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,11,нет,Кутаиси,2 гр,0.0059,3498,1283,116,45.0,,,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
119,119,29-03-2020 00:19:33,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0194,10494,3848,348,135.0,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
120,120,29-03-2020 00:19:33,Kutaisi,be97026d1d,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0395,21376,7838,708,275.0,,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
121,121,29-03-2020 00:19:33,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,50 гр,0.0364,21435,7938,709,,,,,250.0,,,,,,,True,Rabota na marki (kur'er)
