,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,€,Old Tbilisi (Старый город),Gldani,Saburtalo,Дигоми,Авлобари,Батуми,Центр,Кутаиси,desc_en
105,13-03-2020 21:22:44,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.044,19761,7239,634,270,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
106,13-03-2020 21:22:44,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0293,14638,5362,469,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
107,13-03-2020 21:22:44,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.326,146376,53620,4695,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
108,13-03-2020 21:22:44,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2445,109782,40215,3521,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
109,13-03-2020 21:22:44,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0073,3659,1341,117,50,,,,,,,,True,,,kur'er v Batumi
110,13-03-2020 21:22:44,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0367,18297,6703,587,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
111,13-03-2020 21:22:44,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.022,10978,4022,352,150,,,,,,,,True,,,Rabota na marki (kur'er)
112,13-03-2020 21:22:44,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0367,18297,6703,587,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
113,13-03-2020 21:22:44,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.4428,1097823,402150,35211,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
114,13-03-2020 21:22:44,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0807,36594,13405,1174,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
115,13-03-2020 21:24:24,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.022,10978,4022,352,150,,,,,,,,,,True,Rabota na marki (kur'er)
