,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Varketili,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
106,12-02-2020 19:52:53,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,6,10,Батуми,0.27 гр,0.0217,14312,5593,498,227,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
107,12-02-2020 19:52:53,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0172,12609,4928,438,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
108,12-02-2020 19:52:53,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0898,59895,23408,2083,950,,,,,,,,True,,,Hybrid Skunk! 50 gr
109,12-02-2020 19:52:53,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1702,113485,44352,3946,1800,,,,,,,,True,,,Hybrid Skunk! 100 gr
110,12-02-2020 19:52:53,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2865,189141,73920,6577,3000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
111,12-02-2020 19:52:53,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2388,157618,61600,5481,2500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
112,12-02-2020 19:52:53,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0096,6305,2464,219,100,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
113,12-02-2020 19:52:53,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0043,3152,1232,110,50,,,,,,,,True,,,kur'er v Batumi
114,12-02-2020 19:52:53,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0043,3152,1232,110,50,,,,,,,,True,,,Vakansija Kur'era v Batumi
115,12-02-2020 19:52:53,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0068,5000,2301,171,,,,,,,,,True,,,Vakansija Kur'era v Batumi
116,12-02-2020 19:52:53,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0215,15762,6160,548,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
117,12-02-2020 19:52:53,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4312,945705,369600,32886,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
118,12-02-2020 19:52:53,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0473,31524,12320,1096,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
119,12-02-2020 19:54:17,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0019,1261,493,44,20,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
120,12-02-2020 19:54:17,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,нет,Кутаиси,1 гр,0.0035,2333,912,81,37,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
121,12-02-2020 19:54:17,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0071,4665,1823,162,74,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
122,12-02-2020 19:54:17,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.01,6620,2587,230,105,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
123,12-02-2020 19:54:17,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0096,6305,2464,219,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
