,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,24-02-2020 06:42:48,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0803,51441,19608,1770,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
105,24-02-2020 06:42:48,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0364,25656,9779,883,399,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
106,24-02-2020 06:42:48,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2234,143069,54535,4922,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
107,24-02-2020 06:42:48,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,5,Тбилиси,10 гр,0.0303,19226,7328,661,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
108,24-02-2020 06:42:48,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3013,212193,80883,7300,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
109,24-02-2020 06:42:48,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.071,45011,17157,1548,700,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
110,24-02-2020 06:42:48,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0675,45011,17157,1548,700,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
111,24-02-2020 06:42:48,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1096,77161,29412,2654,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
112,24-02-2020 06:42:48,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0963,64237,24485,2210,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
113,24-02-2020 06:42:48,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0954,61086,23285,2101,950,,,,,,,,,,Hybrid Skunk! 50 gr
114,24-02-2020 06:42:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2008,128602,49020,4424,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
115,24-02-2020 06:42:48,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1808,115741,44118,3982,1800,,,,,,,,,,Hybrid Skunk! 100 gr
116,24-02-2020 06:42:48,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2511,160752,61275,5530,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
117,24-02-2020 06:42:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4619,295784,112746,10175,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
118,24-02-2020 06:42:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7532,482256,183825,16590,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
119,24-02-2020 06:42:48,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8536,546557,208335,18802,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
120,24-02-2020 06:42:48,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0183,12860,4902,442,200,,,,,,,,,,KURYER..500RUB.+BONUS
121,24-02-2020 06:42:48,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0183,12860,4902,442,200,,,,,,,,,,Trebuetsja Kur'er
122,24-02-2020 06:42:48,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,12860,4902,442,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
123,24-02-2020 06:42:48,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0251,16075,6128,553,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
124,24-02-2020 06:42:48,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.52,964512,367650,33180,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
125,24-02-2020 06:44:04,Batumi,6KB,Marioshop,Amphetamine-sulphate 0.5g Best Billy.,,1,нет,Батуми,0.5 гр,0.007,4437,1691,153,69,,,,,,,True,,,Amphetamine-sulphate 0.5g Best Billy.
126,24-02-2020 06:44:04,Batumi,6KB,Marioshop,XTC-MDMA 0.5g purity 93%+,,10,нет,Батуми,0.5 гр,0.008,5080,1936,175,79,,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
127,24-02-2020 06:44:04,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,8,нет,Батуми,1 гр,0.0173,12217,4657,420,190,,,,,,,True,,,NZT-52 mind storm limited 1g muka
128,24-02-2020 06:44:04,Batumi,XHR,420Factory,Power Africa 1g,,2,нет,Батуми,1 гр,0.0046,3215,1226,111,50,,,,,,,True,,,Power Africa 1g
129,24-02-2020 06:44:04,Batumi,Z9UT,Rainbow,KALI MIST 2G,,1,нет,Батуми,2 гр,0.01,6430,2451,221,100,,,,,,,,True,,KALI MIST 2G
130,24-02-2020 06:44:04,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OG Kush, 2г",,1,нет,Батуми,2 гр,0.008,5080,1936,175,79,,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
131,24-02-2020 06:44:04,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,9,Батуми,0.27 гр,0.023,14596,5564,502,227,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
132,24-02-2020 06:44:04,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0183,12860,4902,442,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
133,24-02-2020 06:44:04,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0954,61086,23285,2101,950,,,,,,,True,,,Hybrid Skunk! 50 gr
134,24-02-2020 06:44:04,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1808,115741,44118,3982,1800,,,,,,,True,,,Hybrid Skunk! 100 gr
135,24-02-2020 06:44:04,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3043,192902,73530,6636,3000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
136,24-02-2020 06:44:04,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,4,Батуми,150 гр,0.2536,160752,61275,5530,2500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
137,24-02-2020 06:44:04,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0101,6430,2451,221,100,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
138,24-02-2020 06:44:04,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3215,1226,111,50,,,,,,,True,,,kur'er v Batumi
139,24-02-2020 06:44:04,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3215,1226,111,50,,,,,,,True,,,Vakansija Kur'era v Batumi
140,24-02-2020 06:44:04,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,172,,,,,,,,True,,,Vakansija Kur'era v Batumi
141,24-02-2020 06:44:04,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0228,16075,6128,553,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
142,24-02-2020 06:44:04,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0228,16075,6128,553,250,,,,,,,True,,,Ischu kur'era v Gruzii!
143,24-02-2020 06:44:04,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.52,964512,367650,33180,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
144,24-02-2020 06:44:04,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0502,32150,12255,1106,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
145,24-02-2020 06:45:02,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,1,нет,Кутаиси,0.5 гр,0.002,1286,490,44,20,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
146,24-02-2020 06:45:02,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,1,нет,Кутаиси,1 гр,0.0039,2443,931,84,38,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
147,24-02-2020 06:45:02,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0075,4758,1814,164,74,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
148,24-02-2020 06:45:02,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.011,6944,2647,239,108,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
149,24-02-2020 06:45:02,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0101,6430,2451,221,100,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
