,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,€,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,13-02-2020 10:34:19,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1864,126094,49280,4384,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
105,13-02-2020 10:34:19,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1678,113485,44352,3945,1800,,,,,,,,,,,,Hybrid Skunk! 100 gr
106,13-02-2020 10:34:19,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.233,157618,61600,5480,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
107,13-02-2020 10:34:19,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0364,27110,10595,943,430,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
108,13-02-2020 10:34:19,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4288,290016,113344,10083,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
109,13-02-2020 10:34:19,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.6991,472853,184800,16439,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
110,13-02-2020 10:34:19,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7923,535900,209440,18631,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
111,13-02-2020 10:34:19,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0169,12609,4928,438,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
112,13-02-2020 10:34:19,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0169,12609,4928,438,200,,,,,,,,,,,,Trebuetsja Kur'er
113,13-02-2020 10:34:19,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0186,12609,4928,438,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
114,13-02-2020 10:34:19,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0233,15762,6160,548,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
115,13-02-2020 10:34:19,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4109,945705,369600,32879,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
116,13-02-2020 10:35:26,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,6,10,Батуми,0.27 гр,0.0214,14312,5593,498,227,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
117,13-02-2020 10:35:26,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.017,12609,4928,438,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
118,13-02-2020 10:35:26,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0887,59895,23408,2082,950,,,,,,,,,True,,,Hybrid Skunk! 50 gr
119,13-02-2020 10:35:26,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.168,113485,44352,3945,1800,,,,,,,,,True,,,Hybrid Skunk! 100 gr
120,13-02-2020 10:35:26,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2829,189141,73920,6576,3000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
121,13-02-2020 10:35:26,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2357,157618,61600,5480,2500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
122,13-02-2020 10:35:26,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0094,6305,2464,219,100,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
123,13-02-2020 10:35:26,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0042,3152,1232,110,50,,,,,,,,,True,,,kur'er v Batumi
124,13-02-2020 10:35:26,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0042,3152,1232,110,50,,,,,,,,,True,,,Vakansija Kur'era v Batumi
125,13-02-2020 10:35:26,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0067,5000,2301,174,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
126,13-02-2020 10:35:26,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0212,15762,6160,548,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
127,13-02-2020 10:35:26,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.413,945705,369600,32879,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
128,13-02-2020 10:35:26,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0467,31524,12320,1096,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
129,13-02-2020 10:36:55,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0019,1261,493,44,20,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
130,13-02-2020 10:36:55,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,нет,Кутаиси,1 гр,0.0035,2333,912,81,37,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
131,13-02-2020 10:36:55,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.007,4665,1823,162,74,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
132,13-02-2020 10:36:55,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0099,6620,2587,230,105,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
133,13-02-2020 10:36:55,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0094,6305,2464,219,100,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
